QuestionID,QuestionText,Subject,OptionA,OptionB,OptionC,OptionD,CorrectAnswer,irt_a,irt_c,irt_b,difficulty
MA013,إذا كان طول المستطيل 8 سم وعرضه 5 سم فإن مساحته تساوي:,MATH,26,40,13,80,B,1.0,0.25,-2.3978952727983707,Easy
MA014,إذا كانت قيمة 3x = 21 فإن x يساوي:,MATH,6,7,9,3,B,1.0,0.25,-1.3545456628053103,Easy
MA015,عدد القواسم الموجبة للعدد 12 يساوي:,MATH,4,5,6,8,C,1.0,0.25,0.9343092373768331,Medium
MA016,إذا كان محيط الدائرة = 2πr ونصف القطر 7 سم فإن المحيط يساوي:,MATH,14π,21π,28π,49π,C,1.0,0.25,4.304065093204168,Hard
MA017,إذا كانت الزاويتان المتقابلتان بالرأس إحداهما 45° فإن الأخرى تساوي:,MATH,45°,90°,135°,180°,A,1.0,0.25,-0.6931471805599453,Medium
MA018,إذا كان مجموع عددين زوجيين يساوي 18 فإن أحد الاحتمالات هو:,MATH,7 و 11,8 و 10,5 و 13,9 و 9,B,1.0,0.25,-2.1690537003695236,Easy
MA019,قيمة √81 تساوي:,MATH,8,9,18,27,B,1.0,0.25,-2.3272777055844176,Easy
MA020,إذا كانت س = 2 فإن قيمة 2س² + 3 تساوي:,MATH,7,11,13,15,B,1.0,0.25,-1.01160091167848,Easy
MA021,إذا كان مجموع زوايا الشكل الرباعي يساوي:,MATH,180°,270°,360°,540°,C,1.0,0.25,-0.48550781578170094,Medium
MA022,ناتج 9 ÷ 3 × 2 يساوي:,MATH,1,6,12,18,B,1.0,0.25,-4.304065093204168,Easy
MA023,إذا كان طول القطر في مربع يساوي 10√2 سم فإن طول ضلعه يساوي:,MATH,5,10,10√2,20,B,1.0,0.25,2.639057329615259,Hard
MA024,إذا كانت النسبة بين أعمار شخصين 4 : 5 ومجموعهما 36 فإن عمر الأكبر يساوي:,MATH,16,18,20,24,C,1.0,0.25,-0.4382549309311555,Medium
MA025,قيمة 2³ × 2² تساوي:,MATH,16,32,64,128,B,1.0,0.25,-1.2527629684953683,Easy
MA026,إذا كان قياس الزاوية الخارجية للمثلث 120° فإن مجموع الزاويتين الداخليتين البعيدتين يساوي:,MATH,60°,120°,180°,240°,B,1.0,0.25,0.051293294387550266,Medium
MA027,عدد الأعداد الأولية بين 1 و 10 يساوي:,MATH,2,3,4,5,C,1.0,0.25,0.6931471805599453,Medium
MA028,إذا كان المتوسط الحسابي لخمسة أعداد يساوي 6 فإن مجموعها يساوي:,MATH,11,30,36,60,B,1.0,0.25,-0.22314355131420957,Medium
MA029,إذا كانت س ص = 24 وس = 4 فإن ص تساوي:,MATH,4,6,8,12,B,1.0,0.25,-1.2527629684953683,Easy
MA030,قيمة 7² − 3² تساوي:,MATH,16,28,40,49,B,1.0,0.25,4.304065093204168,Hard
MA031,إذا كان محيط المستطيل 36 سم وطوله 10 سم فإن عرضه يساوي:,MATH,8,6,5,4,B,1.0,0.25,4.304065093204168,Hard
MA032,ناتج (−3) × (−4) يساوي:,MATH,−12,12,−7,7,B,1.0,0.25,-0.8649974374866046,Medium
MA033,إذا كانت س + ص = 12 وس − ص = 4 فإن س تساوي:,MATH,4,6,8,10,C,1.0,0.25,-0.3364722366212129,Medium
MA034,قيمة 25% من 200 تساوي:,MATH,25,40,50,75,C,1.0,0.25,-4.304065093204168,Easy
MA035,إذا كان حجم المكعب 27 سم³ فإن طول حرفه يساوي:,MATH,3,6,9,27,A,1.0,0.25,-1.446918982936325,Easy
MA036,عدد الأعداد الصحيحة بين −3 و 3 يساوي:,MATH,3,4,5,6,C,1.0,0.25,0.8754687373538999,Medium
MA037,إذا كان قياس الزاوية الحادة في مثلث قائم 30° فإن الزاوية الأخرى تساوي:,MATH,30°,45°,60°,90°,C,1.0,0.25,-4.304065093204168,Easy
MA038,إذا كانت مساحة الدائرة 49π سم² فإن نصف قطرها يساوي:,MATH,7,14,21,49,A,1.0,0.25,0.287682072451781,Medium
MA039,إذا كان احتمال حدوث حدث = 1 فإن الحدث يكون:,MATH,مستحيل,ممكن,مؤكد,غير محدد,C,1.0,0.25,-0.22314355131420957,Medium
MA040,ناتج 1 + 3 + 5 + 7 يساوي:,MATH,14,15,16,17,C,1.0,0.25,-2.3272777055844176,Easy
MA041,إذا كان مجموع عددين فرديين يساوي 20 فإن أحد الاحتمالات هو:,MATH,9 و 11,8 و 12,7 و 13,10 و 10,A,1.0,0.25,1.0986122886681098,Hard
MA042,قيمة √49 + √16 تساوي:,MATH,9,11,13,15,B,1.0,0.25,-0.5947071077466924,Medium
MA043,إذا كان س² = 25 فإن قيمة س الموجبة تساوي:,MATH,−5,0,5,25,C,1.0,0.25,-1.3545456628053103,Easy
MA044,إذا كانت مساحة المثلث = 24 سم² وطول القاعدة 8 سم فإن الارتفاع يساوي:,MATH,3,4,6,8,C,1.0,0.25,0.6931471805599453,Medium
MA045,ناتج 10% من 150 يساوي:,MATH,10,15,20,25,B,1.0,0.25,-0.6931471805599453,Medium
MA046,إذا كان قياس الزاوية المستقيمة يساوي:,MATH,90°,120°,180°,360°,C,1.0,0.25,-0.5596157879354228,Medium
MA047,عدد مضاعفات العدد 3 بين 1 و 20 يساوي:,MATH,5,6,7,8,C,1.0,0.25,4.304065093204168,Hard
MA048,إذا كان المتوسط الحسابي لثلاثة أعداد 12 فإن مجموعها يساوي:,MATH,24,30,36,48,C,1.0,0.25,0.43078291609245445,Medium
MA049,إذا كانت س:ص = 2:3 وكان س = 8 فإن ص تساوي:,MATH,10,12,16,24,B,1.0,0.25,0.22314355131420957,Medium
MA050,قيمة 4³ ÷ 4 تساوي:,MATH,4,8,16,64,C,1.0,0.25,1.1631508098056809,Hard
MA051,إذا كان مجموع زوايا المثلث 180° وكانت زاويتان 50° و 60° فإن الثالثة تساوي:,MATH,50°,60°,70°,80°,C,1.0,0.25,-0.916290731874155,Medium
MA052,ناتج 12 ÷ (3 × 2) يساوي:,MATH,1,2,3,4,B,1.0,0.25,-1.6817585740137262,Easy
MA053,إذا كان محيط الدائرة 44 سم فإن نصف قطرها يساوي (π=22/7):,MATH,7,14,21,28,A,1.0,0.25,0.4989911661189879,Medium
MA054,قيمة 3(2س − 1) عندما س = 2 تساوي:,MATH,6,9,10,12,B,1.0,0.25,-0.48550781578170094,Medium
MA055,عدد القواسم الموجبة للعدد 18 يساوي:,MATH,4,5,6,9,C,1.0,0.25,1.791759469228055,Hard
MA056,إذا كان طول ضلع المربع 6 سم فإن مساحته تساوي:,MATH,12,18,24,36,D,1.0,0.25,-1.139434283188365,Easy
MA057,إذا كان احتمال حدث ما = 0 فإن الحدث يكون:,MATH,مؤكد,ممكن,مستحيل,غير محدد,C,1.0,0.25,-1.139434283188365,Easy
MA058,ناتج (5 − 3)² يساوي:,MATH,4,8,16,25,A,1.0,0.25,-0.48550781578170094,Medium
MA059,إذا كانت س − 4 = 9 فإن س تساوي:,MATH,5,9,13,15,C,1.0,0.25,-2.0794415416798353,Easy
MA060,قيمة 20% من 250 تساوي:,MATH,25,40,50,75,C,1.0,0.25,-0.3629054936893683,Medium
MA061,إذا كان مجموع عددين يساوي 18 والفرق بينهما 4 فإن العدد الأكبر يساوي:,MATH,7,9,11,13,C,1.0,0.25,-0.6931471805599453,Medium
MA062,قيمة √100 − √36 تساوي:,MATH,2,4,6,8,B,1.0,0.25,-1.2527629684953683,Easy
MA063,إذا كانت س/4 = 5 فإن س تساوي:,MATH,9,15,20,25,C,1.0,0.25,-1.446918982936325,Easy
MA064,إذا كان قياس الزاوية المنفرجة أكبر من:,MATH,90°,180°,45°,360°,A,1.0,0.25,2.079441541679836,Hard
MA065,ناتج 2⁴ + 2³ يساوي:,MATH,16,20,24,32,C,1.0,0.25,-0.6931471805599453,Medium
MA066,إذا كان طول قاعدة المثلث 10 سم وارتفاعه 6 سم فإن مساحته تساوي:,MATH,30,60,16,120,A,1.0,0.25,-0.5306282510621704,Medium
MA067,عدد الأعداد الصحيحة الموجبة الأقل من 5 يساوي:,MATH,2,3,4,5,B,1.0,0.25,4.304065093204168,Hard
MA068,إذا كان المتوسط الحسابي لعددين متتاليين يساوي 9 فإن العددين هما:,MATH,8 و 9,9 و 10,7 و 11,8 و 10,B,1.0,0.25,4.304065093204168,Hard
MA069,إذا كانت س² − 9 = 0 فإن قيمة س الموجبة تساوي:,MATH,3,−3,9,0,A,1.0,0.25,-4.304065093204168,Easy
MA070,قيمة 6² ÷ 3 تساوي:,MATH,6,12,18,36,B,1.0,0.25,-2.3272777055844176,Easy
MA071,إذا كان 3س = 27 فإن قيمة س تساوي:,MATH,6,7,8,9,D,1.0,0.25,0.13353139262452277,Medium
MA072,ناتج √64 + 2² يساوي:,MATH,10,12,14,16,B,1.0,0.25,0.0,Medium
MA073,إذا كان قياس الزاوية القائمة 90° فإن نصفها يساوي:,MATH,30°,45°,60°,90°,B,1.0,0.25,-1.139434283188365,Easy
MA074,إذا كانت مساحة المستطيل 48 سم² وطول أحد ضلعيه 6 سم فإن الضلع الآخر يساوي:,MATH,6,8,10,12,B,1.0,0.25,-0.6151856390902332,Medium
MA075,قيمة 15% من 200 تساوي:,MATH,20,25,30,35,C,1.0,0.25,-0.3629054936893683,Medium
MA076,عدد الأعداد الأولية الأقل من 10 يساوي:,MATH,2,3,4,5,C,1.0,0.25,0.6931471805599453,Medium
MA077,إذا كان س + 5 = 12 فإن قيمة س تساوي:,MATH,5,6,7,8,C,1.0,0.25,-4.304065093204168,Easy
MA078,ناتج (4² − 2²) يساوي:,MATH,8,10,12,16,A,1.0,0.25,4.304065093204168,Hard
MA079,إذا كان احتمال نجاح طالب = 0.7 فإن احتمال رسوبه يساوي:,MATH,0.3,0.7,1,0,A,1.0,0.25,-1.446918982936325,Easy
MA080,قيمة 9² ÷ 3 تساوي:,MATH,9,18,27,81,B,1.0,0.25,4.304065093204168,Hard
MA081,إذا كان مجموع عددين متتاليين يساوي 41 فإن العدد الأكبر يساوي:,MATH,20,21,22,23,B,1.0,0.25,-0.4054651081081641,Medium
MA082,قيمة √121 − √25 تساوي:,MATH,6,8,10,12,C,1.0,0.25,4.304065093204168,Hard
MA083,إذا كانت س : ص = 5 : 2 وكان ص = 6 فإن س تساوي:,MATH,10,12,15,20,C,1.0,0.25,-0.5947071077466924,Medium
MA084,إذا كان قياس الزاوية الحادة أقل من:,MATH,45°,90°,180°,360°,B,1.0,0.25,-1.0986122886681098,Easy
MA085,ناتج 2³ × 3 يساوي:,MATH,12,18,24,36,A,1.0,0.25,4.304065093204168,Hard
MA086,إذا كان طول ضلع المربع 9 سم فإن محيطه يساوي:,MATH,27,36,45,81,B,1.0,0.25,-1.6817585740137262,Easy
MA087,عدد الأعداد الصحيحة السالبة الأكبر من −5 يساوي:,MATH,2,3,4,5,B,1.0,0.25,4.304065093204168,Hard
MA088,إذا كان المتوسط الحسابي لخمسة أعداد متتالية يساوي 10 فإن العدد الأوسط يساوي:,MATH,8,9,10,11,C,1.0,0.25,0.24686007793152565,Medium
MA089,إذا كانت س² = 49 فإن قيمة س الموجبة تساوي:,MATH,5,6,7,9,C,1.0,0.25,-1.446918982936325,Easy
MA090,قيمة 100% من 75 تساوي:,MATH,75,100,50,25,A,1.0,0.25,-0.5596157879354228,Medium
IQ001,ما العدد التالي في المتتابعة: 2، 4، 8، 16، ؟,IQ,18,24,32,34,C,1.0,0.25,0.0,Medium
IQ002,ما العدد الناقص: 1، 4، 9، 16، ؟,IQ,20,24,25,36,C,1.0,0.25,-2.0794415416798353,Easy
IQ003,إذا كان أحمد أطول من محمد، ومحمد أطول من علي، فمن الأقصر؟,IQ,أحمد,محمد,علي,لا يمكن التحديد,C,1.0,0.25,-4.304065093204168,Easy
IQ004,ما الشكل المختلف؟ مربع – مستطيل – مثلث – متوازي أضلاع,IQ,مربع,مستطيل,مثلث,متوازي أضلاع,C,1.0,0.25,-1.9810014688665831,Easy
IQ005,كتاب : قراءة :: سكين : ؟,IQ,جرح,طعام,تقطيع,أكل,C,1.0,0.25,-0.5596157879354228,Medium
IQ006,ما العدد التالي: 5، 10، 20، 40، ؟,IQ,45,60,80,100,C,1.0,0.25,-1.446918982936325,Easy
IQ007,إذا كان اليوم الثلاثاء، فما اليوم بعد 5 أيام؟,IQ,السبت,الأحد,الاثنين,الخميس,A,1.0,0.25,4.304065093204168,Hard
IQ008,أي كلمة لا تنتمي للمجموعة؟ تفاح – موز – برتقال – بطاطس,IQ,تفاح,موز,برتقال,بطاطس,D,1.0,0.25,-1.9810014688665831,Easy
IQ009,إذا كانت كل القطط حيوانات، وبعض الحيوانات أليفة، فهل كل القطط أليفة؟,IQ,نعم,لا,أحيانًا,غير محدد,D,1.0,0.25,4.304065093204168,Hard
IQ010,ما العدد التالي في المتتابعة: 3، 6، 12، 24، ؟,IQ,27,36,48,60,C,1.0,0.25,-0.4054651081081641,Medium
IQ011,ما العدد التالي في المتتابعة: 1، 3، 6، 10، ؟,IQ,13,14,15,16,C,1.0,0.25,-0.6931471805599453,Medium
IQ012,إذا كان (▲ = 4) و(■ = 9) فما قيمة ▲ + ■ ؟,IQ,11,12,13,14,C,1.0,0.25,-0.3364722366212129,Medium
IQ013,ما الكلمة المختلفة؟ قلم – دفتر – كتاب – كرسي,IQ,قلم,دفتر,كتاب,كرسي,D,1.0,0.25,-0.916290731874155,Medium
IQ014,إذا كانت الساعة الآن 3:00، فكم تكون بعد 150 دقيقة؟,IQ,4:30,5:00,5:30,6:00,C,1.0,0.25,0.0,Medium
IQ015,ما العدد التالي: 81، 27، 9، 3، ؟,IQ,1,0,6,9,A,1.0,0.25,0.8157495026522777,Medium
IQ016,أي شكل له 3 أضلاع؟,IQ,مربع,مستطيل,مثلث,دائرة,C,1.0,0.25,-2.0794415416798353,Easy
IQ017,محمد أخو علي، وعلي أخو أحمد، فكيف تكون علاقة محمد بأحمد؟,IQ,أخوه,ابنه,قريبه,لا علاقة,A,1.0,0.25,-1.446918982936325,Easy
IQ018,ما العدد الناقص: 2، 6، 12، 20، ؟,IQ,24,28,30,32,B,1.0,0.25,4.304065093204168,Hard
IQ019,أي زوج لا ينتمي للمجموعة؟,IQ,عين – نظر,أذن – سمع,أنف – شم,يد – لمس,A,1.0,0.25,4.304065093204168,Hard
IQ020,ما الشكل الناتج من دمج مربعين متساويين؟,IQ,مستطيل,مثلث,دائرة,مربع أكبر,A,1.0,0.25,1.519825753744413,Hard
IQ021,ما العدد التالي في المتتابعة: 4، 9، 16، 25، ؟,IQ,30,35,36,49,C,1.0,0.25,-0.3364722366212129,Medium
IQ022,إذا كان كل الطلاب ناجحين، وسعيد طالب، فهل سعيد ناجح؟,IQ,نعم,لا,أحيانًا,غير محدد,A,1.0,0.25,-2.0794415416798353,Easy
IQ023,أي كلمة لا تنتمي؟ ذهب – فضة – حديد – خشب,IQ,ذهب,فضة,حديد,خشب,D,1.0,0.25,-4.304065093204168,Easy
IQ024,ما العدد الناقص: 1، 1، 2، 3، 5، ؟,IQ,6,7,8,10,C,1.0,0.25,-0.8649974374866046,Medium
IQ025,إذا كانت السيارة أسرع من الدراجة، والدراجة أسرع من المشي، فما الأسرع؟,IQ,المشي,الدراجة,السيارة,لا يمكن,C,1.0,0.25,-1.7491998548092587,Easy
IQ026,أي شكل له أكبر عدد أضلاع؟,IQ,مثلث,مربع,خماسي,سداسي,D,1.0,0.25,-1.2527629684953683,Easy
IQ027,ما العدد التالي: 2، 3، 5، 8، 13، ؟,IQ,18,20,21,24,C,1.0,0.25,1.3862943611198904,Hard
IQ028,كتاب : مكتبة :: لوحة : ؟,IQ,فنان,معرض,رسم,متحف,D,1.0,0.25,4.304065093204168,Hard
IQ029,أي زوج مختلف؟,IQ,ليل – نهار,صيف – شتاء,أبيض – أسود,طويل – قصير,B,1.0,0.25,4.304065093204168,Hard
IQ030,ما الناتج المنطقي: كل الطيور تطير، والبطريق طائر، إذن؟,IQ,البطريق يطير,البطريق لا يطير,بعض الطيور لا تطير,غير محدد,A,1.0,0.25,-1.139434283188365,Easy
IQ031,ما العدد التالي في المتتابعة: 10، 20، 40، 80، ؟,IQ,100,120,160,200,C,1.0,0.25,-1.2527629684953683,Easy
IQ032,أي كلمة لا تنتمي؟ أسد – نمر – ذئب – بقرة,IQ,أسد,نمر,ذئب,بقرة,D,1.0,0.25,-2.0794415416798353,Easy
IQ033,إذا كان خالد أكبر من سامي، وسامي أكبر من عمر، فمن الأصغر؟,IQ,خالد,سامي,عمر,لا يمكن,C,1.0,0.25,-0.22314355131420957,Medium
IQ034,ما العدد الناقص: 3، 6، 12، ؟، 48,IQ,18,20,24,30,C,1.0,0.25,0.287682072451781,Medium
IQ035,قلم : كتابة :: فرشاة : ؟,IQ,رسم,تنظيف,دهان,مسح,A,1.0,0.25,-1.7491998548092587,Easy
IQ036,ما الشكل الذي له جميع أضلاع متساوية؟,IQ,مستطيل,مثلث,مربع,متوازي أضلاع,C,1.0,0.25,-1.6094379124341003,Easy
IQ037,ما العدد التالي: 7، 14، 21، 28، ؟,IQ,32,35,36,42,B,1.0,0.25,-2.3272777055844176,Easy
IQ038,أي زوج مختلف؟,IQ,يد – لمس,أنف – شم,عين – رؤية,قدم – أكل,D,1.0,0.25,-0.48550781578170094,Medium
IQ039,إذا كان اليوم الخميس، فما اليوم بعد 9 أيام؟,IQ,السبت,الأحد,الاثنين,الثلاثاء,C,1.0,0.25,4.304065093204168,Hard
IQ040,ما النتيجة المنطقية: بعض الطلاب مجتهدون، ومحمد طالب، إذن؟,IQ,محمد مجتهد,محمد غير مجتهد,محمد طالب,لا يمكن الجزم,D,1.0,0.25,0.9343092373768331,Medium
IQ041,ما العدد التالي في المتتابعة: 2، 5، 10، 17، ؟,IQ,24,25,26,27,C,1.0,0.25,0.47000362924573574,Medium
IQ042,أي كلمة لا تنتمي؟ ساعة – دقيقة – ثانية – متر,IQ,ساعة,دقيقة,ثانية,متر,D,1.0,0.25,-1.8718021769015918,Easy
IQ043,إذا كان جميع الأطباء متعلمون، وبعض المتعلمين علماء، فهل بعض الأطباء علماء؟,IQ,نعم,لا,أحيانًا,غير محدد,D,1.0,0.25,4.304065093204168,Hard
IQ044,ما العدد الناقص: 100، 90، 80، ؟، 60,IQ,75,70,65,50,B,1.0,0.25,-2.1690537003695236,Easy
IQ045,مفتاح : قفل :: قلم : ؟,IQ,كتاب,ورقة,حبر,ممحاة,B,1.0,0.25,1.0498221244986778,Hard
IQ046,أي شكل ليس رباعيًا؟,IQ,مربع,مستطيل,معين,مثلث,D,1.0,0.25,-1.2527629684953683,Easy
IQ047,ما العدد التالي: 1، 4، 7، 10، ؟,IQ,11,12,13,14,C,1.0,0.25,-0.6931471805599453,Medium
IQ048,أي زوج مختلف؟,IQ,ملعقة – أكل,سكين – تقطيع,فرشاة – رسم,كرسي – جلوس,C,1.0,0.25,0.8266785731844679,Medium
IQ049,إذا كان اليوم الأحد، فما اليوم قبل 3 أيام؟,IQ,الخميس,الجمعة,السبت,الأربعاء,A,1.0,0.25,-0.22314355131420957,Medium
IQ050,ما النتيجة المنطقية: كل الزهور نباتات، والورد زهرة، إذن؟,IQ,الورد نبات,الورد ليس نبات,بعض الزهور ليست نباتات,غير محدد,A,1.0,0.25,-0.11778303565638364,Medium
IQ051,ما العدد التالي في المتتابعة: 3، 7، 15، 31، ؟,IQ,47,55,63,95,C,1.0,0.25,0.6931471805599453,Medium
IQ052,أي كلمة لا تنتمي؟ نحاس – حديد – ذهب – خشب,IQ,نحاس,حديد,ذهب,خشب,D,1.0,0.25,-4.304065093204168,Easy
IQ053,إذا كان بعض الطلاب رياضيين، وكل الرياضيين أصحاء، فهل بعض الطلاب أصحاء؟,IQ,نعم,لا,أحيانًا,غير محدد,A,1.0,0.25,0.8754687373538999,Medium
IQ054,ما العدد الناقص: 2، 4، 8، ؟، 32,IQ,12,14,16,24,C,1.0,0.25,0.287682072451781,Medium
IQ055,عين : رؤية :: أذن : ؟,IQ,سماع,كلام,شم,لمس,A,1.0,0.25,-0.4054651081081641,Medium
IQ056,أي شكل له أضلاع غير متساوية غالبًا؟,IQ,مربع,مستطيل,مثلث,دائرة,C,1.0,0.25,1.0498221244986778,Hard
IQ057,ما العدد التالي: 100، 81، 64، 49، ؟,IQ,36,25,16,9,A,1.0,0.25,0.6931471805599453,Medium
IQ058,أي زوج مختلف؟,IQ,قلم – كتابة,ساعة – وقت,نار – حرارة,ثلج – برودة,A,1.0,0.25,2.9957322735539917,Hard
IQ059,إذا كان اليوم الاثنين، فما اليوم بعد 14 يومًا؟,IQ,الاثنين,الثلاثاء,الأحد,الجمعة,A,1.0,0.25,-0.22314355131420957,Medium
IQ060,ما النتيجة المنطقية: كل المعادن توصل الكهرباء، والفضة معدن، إذن؟,IQ,الفضة توصل الكهرباء,الفضة لا توصل الكهرباء,بعض المعادن لا توصل,غير محدد,A,1.0,0.25,-4.304065093204168,Easy
IQ061,ما العدد التالي في المتتابعة: 1، 2، 4، 7، 11، ؟,IQ,14,15,16,18,B,1.0,0.25,4.304065093204168,Hard
IQ062,أي كلمة لا تنتمي؟ طائرة – سيارة – سفينة – حصان,IQ,طائرة,سيارة,سفينة,حصان,D,1.0,0.25,-1.5314763709643888,Easy
IQ063,إذا كان كل المعلمين مثقفين، وأحمد معلم، فهل أحمد مثقف؟,IQ,نعم,لا,أحيانًا,غير محدد,A,1.0,0.25,-0.22314355131420957,Medium
IQ064,ما العدد الناقص: 5، 10، 20، ؟، 80,IQ,30,35,40,45,C,1.0,0.25,-1.3545456628053103,Easy
IQ065,قلب : دم :: رئة : ؟,IQ,هواء,تنفس,أكسجين,صدر,C,1.0,0.25,1.0498221244986778,Hard
IQ066,أي شكل ليس له زوايا؟,IQ,مربع,مثلث,دائرة,مستطيل,C,1.0,0.25,-4.304065093204168,Easy
IQ067,ما العدد التالي: 2، 6، 12، 20، ؟,IQ,24,28,30,32,B,1.0,0.25,4.304065093204168,Hard
IQ068,أي زوج مختلف؟,IQ,ثلج – برودة,نار – حرارة,مطر – بلل,شمس – ظل,D,1.0,0.25,-4.304065093204168,Easy
IQ069,إذا كان اليوم الجمعة، فما اليوم قبل 10 أيام؟,IQ,الثلاثاء,الأربعاء,الخميس,الاثنين,A,1.0,0.25,4.304065093204168,Hard
IQ070,ما النتيجة المنطقية: بعض الكتب مفيدة، وكل المفيد محبوب، إذن؟,IQ,كل الكتب محبوبة,بعض الكتب محبوبة,لا كتاب محبوب,غير محدد,B,1.0,0.25,-1.01160091167848,Easy
IQ071,ما العدد التالي في المتتابعة: 2، 3، 5، 9، 17، ؟,IQ,25,33,31,29,C,1.0,0.25,4.304065093204168,Hard
IQ072,أي كلمة لا تنتمي؟ ذهب – فضة – نحاس – بلاستيك,IQ,ذهب,فضة,نحاس,بلاستيك,D,1.0,0.25,-4.304065093204168,Easy
IQ073,إذا كان كل اللاعبين نشيطين، وبعض النشيطين أذكياء، فهل بعض اللاعبين أذكياء؟,IQ,نعم,لا,أحيانًا,غير محدد,D,1.0,0.25,4.304065093204168,Hard
IQ074,ما العدد الناقص: 4، 8، 16، ؟، 64,IQ,24,28,32,36,C,1.0,0.25,-1.178654996341646,Easy
IQ075,شجرة : ظل :: مصباح : ؟,IQ,ضوء,حرارة,كهرباء,نور,A,1.0,0.25,0.43078291609245445,Medium
IQ076,أي شكل له خمس زوايا؟,IQ,مربع,خماسي,سداسي,مثلث,B,1.0,0.25,-1.139434283188365,Easy
IQ077,ما العدد التالي: 50، 45، 40، 35، ؟,IQ,25,30,32,28,B,1.0,0.25,-1.9810014688665831,Easy
IQ078,أي زوج مختلف؟,IQ,قلم – كتابة,فم – كلام,عين – رؤية,أذن – قراءة,D,1.0,0.25,-1.01160091167848,Easy
IQ079,إذا كان اليوم السبت، فما اليوم بعد 20 يومًا؟,IQ,الأربعاء,الخميس,الجمعة,السبت,C,1.0,0.25,-0.6931471805599453,Medium
IQ080,ما النتيجة المنطقية: كل العلماء مجتهدون، ولا مجتهد كسول، إذن؟,IQ,بعض العلماء كسالى,لا عالم كسول,كل الكسالى علماء,غير محدد,B,1.0,0.25,-0.3364722366212129,Medium
IQ081,ما العدد التالي في المتتابعة: 1، 4، 9، 16، 25، ؟,IQ,30,36,49,64,B,1.0,0.25,-0.3629054936893683,Medium
IQ082,أي كلمة لا تنتمي؟ عين – أذن – أنف – يد,IQ,عين,أذن,أنف,يد,D,1.0,0.25,-4.304065093204168,Easy
IQ083,إذا كان كل الصادقين محبوبين، وعلي صادق، فهل علي محبوب؟,IQ,نعم,لا,أحيانًا,غير محدد,A,1.0,0.25,-0.22314355131420957,Medium
IQ084,ما العدد الناقص: 2، 6، 18، ؟، 162,IQ,36,48,54,72,C,1.0,0.25,0.4989911661189879,Medium
IQ085,قلم : حبر :: سيارة : ؟,IQ,وقود,عجلة,مقود,طريق,A,1.0,0.25,-0.4382549309311555,Medium
IQ086,أي شكل له أكبر عدد زوايا؟,IQ,مثلث,مربع,خماسي,سداسي,D,1.0,0.25,-2.0794415416798353,Easy
IQ087,ما العدد التالي: 100، 50، 25، ؟,IQ,20,15,12.5,10,C,1.0,0.25,-1.6094379124341003,Easy
IQ088,أي زوج مختلف؟,IQ,ثلج – برودة,نار – حرارة,مطر – بلل,ثلج – ماء,D,1.0,0.25,-0.4054651081081641,Medium
IQ089,إذا كان اليوم الأربعاء، فما اليوم بعد 30 يومًا؟,IQ,الجمعة,السبت,الأحد,الاثنين,C,1.0,0.25,4.304065093204168,Hard
IQ090,ما النتيجة المنطقية: بعض الناس أذكياء، وبعض الأذكياء ناجحون، إذن؟,IQ,كل الناس ناجحون,بعض الناس ناجحون,لا أحد ناجح,غير محدد,D,1.0,0.25,4.304065093204168,Hard
